url,page_type,title,search_intent,cluster,http_status_production,canonical,robots,in_sitemap,in_hub,in_feed,internal_links_in,editorial_status,human_approval,traffic,backlinks,cta,commercial_service,similarity_notes,disposition,journey,notes,path
/acompanhamento-contratos-obras/,pillar,Gestão contratual e pleitos em obras públicas | CONFENGE,Gestão contratual e pleitos em obras públicas | CONFENGE,gestao,UNVERIFIED,https://confenge.com.br/acompanhamento-contratos-obras/,"index,follow,max-image-preview:large,max-snippet:-1,max-video-preview:-1",True,True,False,,,,NO_DATA,NO_DATA,,contract-defense,,KEEP_AND_IMPROVE,contrato,,acompanhamento-contratos-obras/index.html
/diagnostico-pre-licitacao/,pillar,Diagnóstico pré-licitação para obras públicas | CONFENGE,Diagnóstico pré-licitação para obras públicas | CONFENGE,edital,UNVERIFIED,https://confenge.com.br/diagnostico-pre-licitacao/,"index,follow,max-image-preview:large,max-snippet:-1,max-video-preview:-1",True,True,False,,,,NO_DATA,NO_DATA,,bid-room,,KEEP_AND_IMPROVE,edital,,diagnostico-pre-licitacao/index.html
/auditoria-orcamento-licitacao/,pillar,"Orçamento, BDI e SINAPI em obras públicas | CONFENGE","Orçamento, BDI e SINAPI em obras públicas | CONFENGE",orcamento,UNVERIFIED,https://confenge.com.br/auditoria-orcamento-licitacao/,"index,follow,max-image-preview:large,max-snippet:-1,max-video-preview:-1",True,True,False,,,,NO_DATA,NO_DATA,,bid-room,,KEEP_AND_IMPROVE,edital,,auditoria-orcamento-licitacao/index.html
/conteudos/aceleracao-obra-publica-custo-adicional/,conteudo,Aceleração imposta pela Administração: a construtora pode cobrar?,Aceleração imposta pela Administração: a construtora pode cobrar?,atrasos-prorrogacao-obras-publicas,UNVERIFIED,https://confenge.com.br/conteudos/aceleracao-obra-publica-custo-adicional/,"noindex,follow",False,False,False,,,,NO_DATA,NO_DATA,,contract-defense,,RETAIN_NOINDEX,contrato,noindex; excluded from hub/sitemap/feed after remediation; machine residue allowed offline until rewrite wave,conteudos/aceleracao-obra-publica-custo-adicional/index.html
/conteudos/aditivo-empreitada-por-preco-global/,conteudo,Aditivo em empreitada global: quando cabe,Aditivo em empreitada global: quando cabe,aditivos-obras-publicas,UNVERIFIED,https://confenge.com.br/conteudos/aditivo-empreitada-por-preco-global/,"index,follow,max-image-preview:large,max-snippet:-1,max-video-preview:-1",True,True,True,,,,NO_DATA,NO_DATA,,contract-defense,,KEEP_AND_IMPROVE,contrato,indexable library page,conteudos/aditivo-empreitada-por-preco-global/index.html
/conteudos/aditivo-qualitativo-quantitativo/,conteudo,Aditivo qualitativo ou quantitativo: a diferença que muda o pleito,Aditivo qualitativo ou quantitativo: a diferença que muda o pleito,aditivos-obras-publicas,UNVERIFIED,https://confenge.com.br/conteudos/aditivo-qualitativo-quantitativo/,"noindex,follow",False,False,False,,,,NO_DATA,NO_DATA,,contract-defense,,RETAIN_NOINDEX,contrato,noindex; excluded from hub/sitemap/feed after remediation; machine residue allowed offline until rewrite wave,conteudos/aditivo-qualitativo-quantitativo/index.html
/conteudos/administracao-local-orcamento-obra-publica/,conteudo,"Administração local no orçamento: direto, BDI ou planilha?","Administração local no orçamento: direto, BDI ou planilha?",auditoria-orcamento-licitacao,UNVERIFIED,https://confenge.com.br/conteudos/administracao-local-orcamento-obra-publica/,"index,follow,max-image-preview:large,max-snippet:-1,max-video-preview:-1",True,True,False,,,,NO_DATA,NO_DATA,,bid-room,,KEEP_AND_IMPROVE,edital,indexable library page,conteudos/administracao-local-orcamento-obra-publica/index.html
/conteudos/administracao-local-prolongada-obra-publica/,conteudo,Administração local prolongada: como estruturar o pedido de recomposição,Administração local prolongada: como estruturar o pedido de recomposição,reequilibrio-obras-publicas,UNVERIFIED,https://confenge.com.br/conteudos/administracao-local-prolongada-obra-publica/,"noindex,follow",False,False,False,,,,NO_DATA,NO_DATA,,contract-defense,,RETAIN_NOINDEX,contrato,noindex; excluded from hub/sitemap/feed after remediation; machine residue allowed offline until rewrite wave,conteudos/administracao-local-prolongada-obra-publica/index.html
/conteudos/analise-edital-obra-publica-construtora/,conteudo,10 riscos que a construtora deve encontrar antes de disputar uma obra pública,10 riscos que a construtora deve encontrar antes de disputar uma obra pública,diagnostico-pre-licitacao,UNVERIFIED,https://confenge.com.br/conteudos/analise-edital-obra-publica-construtora/,"noindex,follow",False,False,False,,,,NO_DATA,NO_DATA,,bid-room,,RETAIN_NOINDEX,edital,noindex; excluded from hub/sitemap/feed after remediation; machine residue allowed offline until rewrite wave,conteudos/analise-edital-obra-publica-construtora/index.html
/conteudos/ata-reuniao-ordem-servico-obra-publica/,conteudo,Ata de reunião pode valer como ordem de serviço?,Ata de reunião pode valer como ordem de serviço?,acompanhamento-contratos-obras,UNVERIFIED,https://confenge.com.br/conteudos/ata-reuniao-ordem-servico-obra-publica/,"noindex,follow",False,False,False,,,,NO_DATA,NO_DATA,,contract-defense,,RETAIN_NOINDEX,contrato,noindex; excluded from hub/sitemap/feed after remediation; machine residue allowed offline until rewrite wave,conteudos/ata-reuniao-ordem-servico-obra-publica/index.html
/conteudos/atraso-na-medicao-obra-publica/,conteudo,Atraso na medição: como proteger o caixa,Atraso na medição: como proteger o caixa,medicoes-glosas-obras-publicas,UNVERIFIED,https://confenge.com.br/conteudos/atraso-na-medicao-obra-publica/,"index,follow,max-image-preview:large,max-snippet:-1,max-video-preview:-1",True,True,True,,,,NO_DATA,NO_DATA,,contract-defense,,KEEP_AND_IMPROVE,contrato,indexable library page,conteudos/atraso-na-medicao-obra-publica/index.html
/conteudos/atraso-obra-culpa-administracao/,conteudo,Atraso por culpa da Administração: como provar,Atraso por culpa da Administração: como provar,atrasos-prorrogacao-obras-publicas,UNVERIFIED,https://confenge.com.br/conteudos/atraso-obra-culpa-administracao/,"index,follow,max-image-preview:large,max-snippet:-1,max-video-preview:-1",True,True,False,,,,NO_DATA,NO_DATA,,contract-defense,,KEEP_AND_IMPROVE,contrato,indexable library page,conteudos/atraso-obra-culpa-administracao/index.html
/conteudos/atraso-pagamento-contrato-publico-suspender/,conteudo,Atraso de pagamento: pode suspender a obra pública?,Atraso de pagamento: pode suspender a obra pública?,medicoes-glosas-obras-publicas,UNVERIFIED,https://confenge.com.br/conteudos/atraso-pagamento-contrato-publico-suspender/,"index,follow,max-image-preview:large,max-snippet:-1,max-video-preview:-1",True,True,True,,,,NO_DATA,NO_DATA,,contract-defense,,KEEP_AND_IMPROVE,contrato,indexable library page,conteudos/atraso-pagamento-contrato-publico-suspender/index.html
/conteudos/atraso-projeto-executivo-obra-publica/,conteudo,Projeto executivo atrasado: quem responde pelo impacto na obra?,Projeto executivo atrasado: quem responde pelo impacto na obra?,atrasos-prorrogacao-obras-publicas,UNVERIFIED,https://confenge.com.br/conteudos/atraso-projeto-executivo-obra-publica/,"noindex,follow",False,False,False,,,,NO_DATA,NO_DATA,,contract-defense,,RETAIN_NOINDEX,contrato,noindex; excluded from hub/sitemap/feed after remediation; machine residue allowed offline until rewrite wave,conteudos/atraso-projeto-executivo-obra-publica/index.html
/conteudos/auditoria-contrato-obra-publica-mensal/,conteudo,Auditoria mensal do contrato: o que revisar antes de fechar cada medição,Auditoria mensal do contrato: o que revisar antes de fechar cada medição,acompanhamento-contratos-obras,UNVERIFIED,https://confenge.com.br/conteudos/auditoria-contrato-obra-publica-mensal/,"noindex,follow",False,False,False,,,,NO_DATA,NO_DATA,,contract-defense,,RETAIN_NOINDEX,contrato,noindex; excluded from hub/sitemap/feed after remediation; machine residue allowed offline until rewrite wave,conteudos/auditoria-contrato-obra-publica-mensal/index.html
/conteudos/aumento-material-reequilibrio-contrato-publico/,conteudo,Aumento de material dá direito automático ao reequilíbrio?,Aumento de material dá direito automático ao reequilíbrio?,reequilibrio-obras-publicas,UNVERIFIED,https://confenge.com.br/conteudos/aumento-material-reequilibrio-contrato-publico/,"noindex,follow",False,False,False,,,,NO_DATA,NO_DATA,,contract-defense,,RETAIN_NOINDEX,contrato,noindex; excluded from hub/sitemap/feed after remediation; machine residue allowed offline until rewrite wave,conteudos/aumento-material-reequilibrio-contrato-publico/index.html
/conteudos/bdi-diferenciado-obra-publica/,conteudo,BDI diferenciado em materiais e equipamentos: quando usar,BDI diferenciado em materiais e equipamentos: quando usar,auditoria-orcamento-licitacao,UNVERIFIED,https://confenge.com.br/conteudos/bdi-diferenciado-obra-publica/,"index,follow,max-image-preview:large,max-snippet:-1,max-video-preview:-1",True,True,False,,,,NO_DATA,NO_DATA,,bid-room,,KEEP_AND_IMPROVE,edital,indexable library page,conteudos/bdi-diferenciado-obra-publica/index.html
/conteudos/bdi-obra-publica/,conteudo,BDI errado pode destruir a margem da obra pública,BDI errado pode destruir a margem da obra pública,auditoria-orcamento-licitacao,UNVERIFIED,https://confenge.com.br/conteudos/bdi-obra-publica/,"noindex,follow",False,False,False,,,,NO_DATA,NO_DATA,,bid-room,,RETAIN_NOINDEX,edital,noindex; excluded from hub/sitemap/feed after remediation; machine residue allowed offline until rewrite wave,conteudos/bdi-obra-publica/index.html
/conteudos/calculo-reequilibrio-economico-financeiro/,conteudo,Como calcular o impacto financeiro de um pedido de reequilíbrio,Como calcular o impacto financeiro de um pedido de reequilíbrio,reequilibrio-obras-publicas,UNVERIFIED,https://confenge.com.br/conteudos/calculo-reequilibrio-economico-financeiro/,"noindex,follow",False,False,False,,,,NO_DATA,NO_DATA,,contract-defense,,RETAIN_NOINDEX,contrato,noindex; excluded from hub/sitemap/feed after remediation; machine residue allowed offline until rewrite wave,conteudos/calculo-reequilibrio-economico-financeiro/index.html
/conteudos/capacidade-tecnica-operacional-profissional-licitacao/,conteudo,Atestado técnico: capacidade operacional e profissional não são a mesma coisa,Atestado técnico: capacidade operacional e profissional não são a mesma coisa,diagnostico-pre-licitacao,UNVERIFIED,https://confenge.com.br/conteudos/capacidade-tecnica-operacional-profissional-licitacao/,"noindex,follow",False,False,False,,,,NO_DATA,NO_DATA,,bid-room,,RETAIN_NOINDEX,edital,noindex; excluded from hub/sitemap/feed after remediation; machine residue allowed offline until rewrite wave,conteudos/capacidade-tecnica-operacional-profissional-licitacao/index.html
/conteudos/chuva-prorrogacao-prazo-obra-publica/,conteudo,Chuva justifica prorrogação de prazo em obra pública?,Chuva justifica prorrogação de prazo em obra pública?,atrasos-prorrogacao-obras-publicas,UNVERIFIED,https://confenge.com.br/conteudos/chuva-prorrogacao-prazo-obra-publica/,"noindex,follow",False,False,False,,,,NO_DATA,NO_DATA,,contract-defense,,RETAIN_NOINDEX,contrato,noindex; excluded from hub/sitemap/feed after remediation; machine residue allowed offline until rewrite wave,conteudos/chuva-prorrogacao-prazo-obra-publica/index.html
/conteudos/clausula-matriz-risco-abusiva-edital/,conteudo,Cláusula de risco abusiva no edital: como identificar antes da proposta,Cláusula de risco abusiva no edital: como identificar antes da proposta,diagnostico-pre-licitacao,UNVERIFIED,https://confenge.com.br/conteudos/clausula-matriz-risco-abusiva-edital/,"noindex,follow",False,False,False,,,,NO_DATA,NO_DATA,,bid-room,,RETAIN_NOINDEX,edital,noindex; excluded from hub/sitemap/feed after remediation; machine residue allowed offline until rewrite wave,conteudos/clausula-matriz-risco-abusiva-edital/index.html
/conteudos/como-provar-atraso-obra-publica/,conteudo,Como provar que o atraso da obra não foi responsabilidade da empresa,Como provar que o atraso da obra não foi responsabilidade da empresa,atrasos-prorrogacao-obras-publicas,UNVERIFIED,https://confenge.com.br/conteudos/como-provar-atraso-obra-publica/,"noindex,follow",False,False,False,,,,NO_DATA,NO_DATA,,contract-defense,,RETAIN_NOINDEX,contrato,noindex; excluded from hub/sitemap/feed after remediation; machine residue allowed offline until rewrite wave,conteudos/como-provar-atraso-obra-publica/index.html
/conteudos/compensacao-acrescimo-supressao-aditivo/,conteudo,Acréscimos e supressões podem ser compensados no mesmo aditivo?,Acréscimos e supressões podem ser compensados no mesmo aditivo?,aditivos-obras-publicas,UNVERIFIED,https://confenge.com.br/conteudos/compensacao-acrescimo-supressao-aditivo/,"noindex,follow",False,False,False,,,,NO_DATA,NO_DATA,,contract-defense,,RETAIN_NOINDEX,contrato,noindex; excluded from hub/sitemap/feed after remediation; machine residue allowed offline until rewrite wave,conteudos/compensacao-acrescimo-supressao-aditivo/index.html
/conteudos/composicao-propria-preco-obra-publica/,conteudo,Composição própria de preço: como justificar perante a Administração,Composição própria de preço: como justificar perante a Administração,auditoria-orcamento-licitacao,UNVERIFIED,https://confenge.com.br/conteudos/composicao-propria-preco-obra-publica/,"noindex,follow",False,False,False,,,,NO_DATA,NO_DATA,,bid-room,,RETAIN_NOINDEX,edital,noindex; excluded from hub/sitemap/feed after remediation; machine residue allowed offline until rewrite wave,conteudos/composicao-propria-preco-obra-publica/index.html
/conteudos/comprovacao-exequibilidade-proposta-obra/,conteudo,Comprovar exequibilidade sem fragilizar a planilha,Comprovar exequibilidade sem fragilizar a planilha,diagnostico-pre-licitacao,UNVERIFIED,https://confenge.com.br/conteudos/comprovacao-exequibilidade-proposta-obra/,"index,follow,max-image-preview:large,max-snippet:-1,max-video-preview:-1",True,True,False,,,,NO_DATA,NO_DATA,,bid-room,,KEEP_AND_IMPROVE,edital,indexable library page,conteudos/comprovacao-exequibilidade-proposta-obra/index.html
/conteudos/comunicacao-fiscal-contrato-obra-publica/,conteudo,Comunicação ao fiscal: como escrever sem admitir culpa ou renunciar a direitos,Comunicação ao fiscal: como escrever sem admitir culpa ou renunciar a direitos,acompanhamento-contratos-obras,UNVERIFIED,https://confenge.com.br/conteudos/comunicacao-fiscal-contrato-obra-publica/,"noindex,follow",False,False,False,,,,NO_DATA,NO_DATA,,contract-defense,,RETAIN_NOINDEX,contrato,noindex; excluded from hub/sitemap/feed after remediation; machine residue allowed offline until rewrite wave,conteudos/comunicacao-fiscal-contrato-obra-publica/index.html
/conteudos/consorcio-subcontratacao-obra-publica/,conteudo,Consórcio ou subcontratação: qual estrutura reduz o risco da licitação?,Consórcio ou subcontratação: qual estrutura reduz o risco da licitação?,diagnostico-pre-licitacao,UNVERIFIED,https://confenge.com.br/conteudos/consorcio-subcontratacao-obra-publica/,"noindex,follow",False,False,False,,,,NO_DATA,NO_DATA,,bid-room,,RETAIN_NOINDEX,edital,noindex; excluded from hub/sitemap/feed after remediation; machine residue allowed offline until rewrite wave,conteudos/consorcio-subcontratacao-obra-publica/index.html
/conteudos/consultoria-b2g-engenharia-construtora/,conteudo,Equipe interna ou consultoria B2G: qual modelo faz sentido para a construtora?,Equipe interna ou consultoria B2G: qual modelo faz sentido para a construtora?,acompanhamento-contratos-obras,UNVERIFIED,https://confenge.com.br/conteudos/consultoria-b2g-engenharia-construtora/,"noindex,follow",False,False,False,,,,NO_DATA,NO_DATA,,contract-defense,,RETAIN_NOINDEX,contrato,noindex; excluded from hub/sitemap/feed after remediation; machine residue allowed offline until rewrite wave,conteudos/consultoria-b2g-engenharia-construtora/index.html
/conteudos/consultoria-contrato-obra-publica-construtora/,conteudo,Quando contratar consultoria externa para uma obra pública,Quando contratar consultoria externa para uma obra pública,acompanhamento-contratos-obras,UNVERIFIED,https://confenge.com.br/conteudos/consultoria-contrato-obra-publica-construtora/,"noindex,follow",False,False,False,,,,NO_DATA,NO_DATA,,contract-defense,,RETAIN_NOINDEX,contrato,noindex; excluded from hub/sitemap/feed after remediation; machine residue allowed offline until rewrite wave,conteudos/consultoria-contrato-obra-publica-construtora/index.html
/conteudos/contratacao-integrada-semi-integrada-obra/,conteudo,Contratação integrada e semi-integrada: onde está o risco da construtora,Contratação integrada e semi-integrada: onde está o risco da construtora,diagnostico-pre-licitacao,UNVERIFIED,https://confenge.com.br/conteudos/contratacao-integrada-semi-integrada-obra/,"noindex,follow",False,False,False,,,,NO_DATA,NO_DATA,,bid-room,,RETAIN_NOINDEX,edital,noindex; excluded from hub/sitemap/feed after remediation; machine residue allowed offline until rewrite wave,conteudos/contratacao-integrada-semi-integrada-obra/index.html
/conteudos/controle-mudancas-obra-publica/,conteudo,Controle de mudanças na obra pública: a planilha que evita serviços gratuitos,Controle de mudanças na obra pública: a planilha que evita serviços gratuitos,acompanhamento-contratos-obras,UNVERIFIED,https://confenge.com.br/conteudos/controle-mudancas-obra-publica/,"noindex,follow",False,False,False,,,,NO_DATA,NO_DATA,,contract-defense,,RETAIN_NOINDEX,contrato,noindex; excluded from hub/sitemap/feed after remediation; machine residue allowed offline until rewrite wave,conteudos/controle-mudancas-obra-publica/index.html
/conteudos/cotacao-mercado-orcamento-obra-publica/,conteudo,Cotação de mercado em obra pública: como evitar três propostas inúteis,Cotação de mercado em obra pública: como evitar três propostas inúteis,auditoria-orcamento-licitacao,UNVERIFIED,https://confenge.com.br/conteudos/cotacao-mercado-orcamento-obra-publica/,"noindex,follow",False,False,False,,,,NO_DATA,NO_DATA,,bid-room,,RETAIN_NOINDEX,edital,noindex; excluded from hub/sitemap/feed after remediation; machine residue allowed offline until rewrite wave,conteudos/cotacao-mercado-orcamento-obra-publica/index.html
/conteudos/criterio-de-medicao-nao-previsto-contrato/,conteudo,A fiscalização pode criar critério de medição que não está no contrato?,A fiscalização pode criar critério de medição que não está no contrato?,medicoes-glosas-obras-publicas,UNVERIFIED,https://confenge.com.br/conteudos/criterio-de-medicao-nao-previsto-contrato/,"noindex,follow",False,False,False,,,,NO_DATA,NO_DATA,,contract-defense,,RETAIN_NOINDEX,contrato,noindex; excluded from hub/sitemap/feed after remediation; machine residue allowed offline until rewrite wave,conteudos/criterio-de-medicao-nao-previsto-contrato/index.html
/conteudos/cronograma-fisico-financeiro-obra-publica/,conteudo,Cronograma físico-financeiro do edital: cinco sinais de fluxo de caixa impossível,Cronograma físico-financeiro do edital: cinco sinais de fluxo de caixa impossível,diagnostico-pre-licitacao,UNVERIFIED,https://confenge.com.br/conteudos/cronograma-fisico-financeiro-obra-publica/,"noindex,follow",False,False,False,,,,NO_DATA,NO_DATA,,bid-room,,RETAIN_NOINDEX,edital,noindex; excluded from hub/sitemap/feed after remediation; machine residue allowed offline until rewrite wave,conteudos/cronograma-fisico-financeiro-obra-publica/index.html
/conteudos/cronologia-contrato-obra-publica/,conteudo,Como montar a cronologia de um contrato para encontrar dinheiro perdido,Como montar a cronologia de um contrato para encontrar dinheiro perdido,acompanhamento-contratos-obras,UNVERIFIED,https://confenge.com.br/conteudos/cronologia-contrato-obra-publica/,"noindex,follow",False,False,False,,,,NO_DATA,NO_DATA,,contract-defense,,RETAIN_NOINDEX,contrato,noindex; excluded from hub/sitemap/feed after remediation; machine residue allowed offline until rewrite wave,conteudos/cronologia-contrato-obra-publica/index.html
/conteudos/culpa-sancao-atraso-contrato-publico/,conteudo,Sem culpa não há sanção? Como provar as causas externas do atraso,Sem culpa não há sanção? Como provar as causas externas do atraso,defesa-tecnica-contratos-publicos,UNVERIFIED,https://confenge.com.br/conteudos/culpa-sancao-atraso-contrato-publico/,"noindex,follow",False,False,False,,,,NO_DATA,NO_DATA,,contract-defense,,RETAIN_NOINDEX,contrato,noindex; excluded from hub/sitemap/feed after remediation; machine residue allowed offline until rewrite wave,conteudos/culpa-sancao-atraso-contrato-publico/index.html
/conteudos/curva-abc-orcamento-obra/,conteudo,Curva ABC da obra: como encontrar os itens que podem quebrar o contrato,Curva ABC da obra: como encontrar os itens que podem quebrar o contrato,auditoria-orcamento-licitacao,UNVERIFIED,https://confenge.com.br/conteudos/curva-abc-orcamento-obra/,"noindex,follow",False,False,False,,,,NO_DATA,NO_DATA,,bid-room,,RETAIN_NOINDEX,edital,noindex; excluded from hub/sitemap/feed after remediation; machine residue allowed offline until rewrite wave,conteudos/curva-abc-orcamento-obra/index.html
/conteudos/curva-abc-reequilibrio-contrato/,conteudo,Como usar a Curva ABC para provar desequilíbrio do contrato,Como usar a Curva ABC para provar desequilíbrio do contrato,reequilibrio-obras-publicas,UNVERIFIED,https://confenge.com.br/conteudos/curva-abc-reequilibrio-contrato/,"noindex,follow",False,False,False,,,,NO_DATA,NO_DATA,,contract-defense,,RETAIN_NOINDEX,contrato,noindex; excluded from hub/sitemap/feed after remediation; machine residue allowed offline until rewrite wave,conteudos/curva-abc-reequilibrio-contrato/index.html
/conteudos/custos-indiretos-atraso-administracao-obra/,conteudo,Atraso da Administração gera reequilíbrio dos custos indiretos?,Atraso da Administração gera reequilíbrio dos custos indiretos?,reequilibrio-obras-publicas,UNVERIFIED,https://confenge.com.br/conteudos/custos-indiretos-atraso-administracao-obra/,"noindex,follow",False,False,False,,,,NO_DATA,NO_DATA,,contract-defense,,RETAIN_NOINDEX,contrato,noindex; excluded from hub/sitemap/feed after remediation; machine residue allowed offline until rewrite wave,conteudos/custos-indiretos-atraso-administracao-obra/index.html
/conteudos/data-base-orcamento-reajuste-obra-publica/,conteudo,Data-base e reajuste: onde se perde margem,Data-base e reajuste: onde se perde margem,auditoria-orcamento-licitacao,UNVERIFIED,https://confenge.com.br/conteudos/data-base-orcamento-reajuste-obra-publica/,"index,follow,max-image-preview:large,max-snippet:-1,max-video-preview:-1",True,True,False,,,,NO_DATA,NO_DATA,,bid-room,,KEEP_AND_IMPROVE,edital,indexable library page,conteudos/data-base-orcamento-reajuste-obra-publica/index.html
/conteudos/defesa-processo-sancionador-contrato-publico/,conteudo,Defesa prévia em processo sancionador: 8 erros que enfraquecem a empresa,Defesa prévia em processo sancionador: 8 erros que enfraquecem a empresa,defesa-tecnica-contratos-publicos,UNVERIFIED,https://confenge.com.br/conteudos/defesa-processo-sancionador-contrato-publico/,"noindex,follow",False,False,False,,,,NO_DATA,NO_DATA,,contract-defense,,RETAIN_NOINDEX,contrato,noindex; excluded from hub/sitemap/feed after remediation; machine residue allowed offline until rewrite wave,conteudos/defesa-processo-sancionador-contrato-publico/index.html
/conteudos/demolicao-nao-prevista-obra-publica/,conteudo,Demolição não prevista em obra pública: como cobrar,Demolição não prevista em obra pública: como cobrar,aditivos-obras-publicas,UNVERIFIED,https://confenge.com.br/conteudos/demolicao-nao-prevista-obra-publica/,"index,follow,max-image-preview:large,max-snippet:-1,max-video-preview:-1",True,True,False,,,,NO_DATA,NO_DATA,,contract-defense,,KEEP_AND_IMPROVE,contrato,indexable library page,conteudos/demolicao-nao-prevista-obra-publica/index.html
/conteudos/demora-decisao-administracao-contrato-obra/,conteudo,A Administração demorou a decidir: quem paga o custo da espera?,A Administração demorou a decidir: quem paga o custo da espera?,atrasos-prorrogacao-obras-publicas,UNVERIFIED,https://confenge.com.br/conteudos/demora-decisao-administracao-contrato-obra/,"noindex,follow",False,False,False,,,,NO_DATA,NO_DATA,,contract-defense,,RETAIN_NOINDEX,contrato,noindex; excluded from hub/sitemap/feed after remediation; machine residue allowed offline until rewrite wave,conteudos/demora-decisao-administracao-contrato-obra/index.html
/conteudos/desagio-licitacao-obra-publica/,conteudo,Deságio alto em licitação de obra: quando a proposta vira uma armadilha,Deságio alto em licitação de obra: quando a proposta vira uma armadilha,auditoria-orcamento-licitacao,UNVERIFIED,https://confenge.com.br/conteudos/desagio-licitacao-obra-publica/,"noindex,follow",False,False,False,,,,NO_DATA,NO_DATA,,bid-room,,RETAIN_NOINDEX,edital,noindex; excluded from hub/sitemap/feed after remediation; machine residue allowed offline until rewrite wave,conteudos/desagio-licitacao-obra-publica/index.html
/conteudos/desconto-da-proposta-em-item-novo-aditivo/,conteudo,Item novo no aditivo: aplica o desconto da licitação?,Item novo no aditivo: aplica o desconto da licitação?,aditivos-obras-publicas,UNVERIFIED,https://confenge.com.br/conteudos/desconto-da-proposta-em-item-novo-aditivo/,"index,follow,max-image-preview:large,max-snippet:-1,max-video-preview:-1",True,True,False,,,,NO_DATA,NO_DATA,,contract-defense,,KEEP_AND_IMPROVE,contrato,indexable library page,conteudos/desconto-da-proposta-em-item-novo-aditivo/index.html
